skos:notation,skos:prefLabel,skos:altLabel,nypl:collectionType,nypl:deliveryLocationType,nypl:actualLocation,dcterms:isPartOf,nypl:owner,nypl:requestable,nypl:deliverableTo,nypl:recapCustomerCode,nypl:allowSierraHold,nypl:locationsSlug,nypl:deliverableToResolution
gca0l,Grand Central World Languages,Grand Central World Languages,Branch,,,gc,,false,,,true,,
gca0n,Grand Central Non-Fiction,Grand Central Non-Fiction,Branch,,,gc,,false,,,true,,
gca0v,Grand Central Non-Print Media,Grand Central Non-Print Media,Branch,,,gc,,false,,,true,,
gca0w,Grand Central Adult Learning Center,Grand Central Adult Learning Center,Branch,,,gc,,false,,,true,,
gcar,Grand Central Adult Reference,Grand Central Adult Reference,Branch,,,gc,,false,,,true,,
gcj,Grand Central Children,Grand Central Children,Branch,,,gc,,false,,,true,,
gcj01,Grand Central Children's Reference,Grand Central Children's Reference,Branch,,,gc,,false,,,true,,
gcj0a,Grand Central Children's Easy Book,Grand Central Children's Easy Book,Branch,,,gc,,false,,,true,,
gcj0f,Grand Central Children's Fiction,Grand Central Children's Fiction,Branch,,,gc,,false,,,true,,
gcj0h,Grand Central Children's Holiday Book,Grand Central Children's Holiday Book,Branch,,,gc,,false,,,true,,
gcj0i,Grand Central Children's Picture Book,Grand Central Children's Picture Book,Branch,,,gc,,false,,,true,,
gcj0l,Grand Central Children's World Languages,Grand Central Children's World Languages,Branch,,,gc,,false,,,true,,
gcj0n,Grand Central Children's Non-Fiction,Grand Central Children's Non-Fiction,Branch,,,gc,,false,,,true,,
gcj0t,Grand Central Children's Fairy Tale,Grand Central Children's Fairy Tale,Branch,,,gc,,false,,,true,,
gcj0v,Grand Central Children's Non-Print Media,Grand Central Children's Non-Print Media,Branch,,,gc,,false,,,true,,
gcj0y,Grand Central Children's Young Reader,Grand Central Children's Young Reader,Branch,,,gc,,false,,,true,,
gcjlf,Grand Central Children's Read-Along Book Fiction,Grand Central Children's Read-Along Book Fiction,Branch,,,gc,,false,,,true,,
gcjln,Grand Central Children's Read-Along Book Non-Fiction,Grand Central Children's Read-Along Book Non-Fiction,Branch,,,gc,,false,,,true,,
gcjr,Grand Central Children's Reference,Grand Central Children's Reference,Branch,,,gc,,false,,,true,,
gcy,Grand Central Young Adult,Grand Central Young Adult,Branch,,,gc,,false,,,true,,
gcy01,Grand Central YA Reference,Grand Central YA Reference,Branch,,,gc,,false,,,true,,
gcy0f,Grand Central YA Fiction,Grand Central YA Fiction,Branch,,,gc,,false,,,true,,
gcy0l,Grand Central YA World Languages,Grand Central YA World Languages,Branch,,,gc,,false,,,true,,
gcy0n,Grand Central YA Non-Fiction,Grand Central YA Non-Fiction,Branch,,,gc,,false,,,true,,
gcy0v,Grand Central YA Non-Print Media,Grand Central YA Non-Print Media,Branch,,,gc,,false,,,true,,
gcyr,Grand Central Young Adult Reference,Grand Central Young Adult Reference,Branch,,,gc,,false,,,true,,
gczzz,Grand Central,Grand Central (error code),Branch,,,gc,,false,,,true,,
gd,Grand Concourse,Grand Concourse,Branch,,,gd,,false,,,true,,
gda,Grand Concourse Adult,Grand Concourse Adult,Branch,,,gd,,false,,,true,,
gda01,Grand Concourse Reference,Grand Concourse Reference,Branch,,,gd,,false,,,true,,
gda03,Grand Concourse Closed Shelf Reference,Grand Concourse Closed Shelf Reference,Branch,,,gd,,false,,,true,,
gda0f,Grand Concourse Fiction,Grand Concourse Fiction,Branch,,,gd,,false,,,true,,
gda0l,Grand Concourse World Languages,Grand Concourse World Languages,Branch,,,gd,,false,,,true,,
gda0n,Grand Concourse Non-Fiction,Grand Concourse Non-Fiction,Branch,,,gd,,false,,,true,,
gda0v,Grand Concourse Non-Print Media,Grand Concourse Non-Print Media,Branch,,,gd,,false,,,true,,
gdar,Grand Concourse Adult Reference,Grand Concourse Adult Reference,Branch,,,gd,,false,,,true,,
gdj,Grand Concourse Children,Grand Concourse Children,Branch,,,gd,,false,,,true,,
gdj01,Grand Concourse Children's Reference,Grand Concourse Children's Reference,Branch,,,gd,,false,,,true,,
gdj0a,Grand Concourse Children's Easy Book,Grand Concourse Children's Easy Book,Branch,,,gd,,false,,,true,,
gdj0f,Grand Concourse Children's Fiction,Grand Concourse Children's Fiction,Branch,,,gd,,false,,,true,,
gdj0h,Grand Concourse Children's Holiday Book,Grand Concourse Children's Holiday Book,Branch,,,gd,,false,,,true,,
gdj0i,Grand Concourse Children's Picture Book,Grand Concourse Children's Picture Book,Branch,,,gd,,false,,,true,,
gdj0l,Grand Concourse Children's World Languages,Grand Concourse Children's World Languages,Branch,,,gd,,false,,,true,,
gdj0n,Grand Concourse Children's Non-Fiction,Grand Concourse Children's Non-Fiction,Branch,,,gd,,false,,,true,,
gdj0r,Grand Concourse Video Visit Room,Grand Concourse Video Visit Room,Branch,,,gd,,false,,,true,,
gdj0t,Grand Concourse Children's Fairy Tale,Grand Concourse Children's Fairy Tale,Branch,,,gd,,false,,,true,,
gdj0v,Grand Concourse Children's Non-Print Media,Grand Concourse Children's Non-Print Media,Branch,,,gd,,false,,,true,,
gdj0y,Grand Concourse Children's Young Reader,Grand Concourse Children's Young Reader,Branch,,,gd,,false,,,true,,
gdjlf,Grand Concourse Children's Read-Along Book Fiction,Grand Concourse Children's Read-Along Book Fiction,Branch,,,gd,,false,,,true,,
gdjln,Grand Concourse Children's Read-Along Book Non-Fiction,Grand Concourse Children's Read-Along Book Non-Fiction,Branch,,,gd,,false,,,true,,
gdjr,Grand Concourse Children's Reference,Grand Concourse Children's Reference,Branch,,,gd,,false,,,true,,
gdy,Grand Concourse Young Adult,Grand Concourse Young Adult,Branch,,,gd,,false,,,true,,
gdy01,Grand Concourse YA Reference,Grand Concourse YA Reference,Branch,,,gd,,false,,,true,,
gdy0f,Grand Concourse YA Fiction,Grand Concourse YA Fiction,Branch,,,gd,,false,,,true,,
gdy0l,Grand Concourse YA World Languages,Grand Concourse YA World Languages,Branch,,,gd,,false,,,true,,
gdy0n,Grand Concourse YA Non-Fiction,Grand Concourse YA Non-Fiction,Branch,,,gd,,false,,,true,,
gdy0v,Grand Concourse YA Non-Print Media,Grand Concourse YA Non-Print Media,Branch,,,gd,,false,,,true,,
gdyr,Grand Concourse Young Adult Reference,Grand Concourse Young Adult Reference,Branch,,,gd,,false,,,true,,
gdytn,Grand Concourse Young Adult College and Career Pathways Collection,Grand Concourse Young Adult College and Career Pathways Collection,Branch,,,gd,,false,,,true,,
gdzzz,Grand Concourse,Grand Concourse (error code),Branch,,,gd,,false,,,true,,
gk,Great Kills,Great Kills,Branch,,,gk,,false,,,true,,
gka,Great Kills Adult,Great Kills Adult,Branch,,,gk,,false,,,true,,
gka01,Great Kills Reference,Great Kills Reference,Branch,,,gk,,false,,,true,,
gka03,Great Kills Closed Shelf Reference,Great Kills Closed Shelf Reference,Branch,,,gk,,false,,,true,,
gka0f,Great Kills Fiction,Great Kills Fiction,Branch,,,gk,,false,,,true,,
gka0l,Great Kills World Languages,Great Kills World Languages,Branch,,,gk,,false,,,true,,
gka0n,Great Kills Non-Fiction,Great Kills Non-Fiction,Branch,,,gk,,false,,,true,,
gka0v,Great Kills Non-Print Media,Great Kills Non-Print Media,Branch,,,gk,,false,,,true,,
gkar,Great Kills Adult Reference,Great Kills Adult Reference,Branch,,,gk,,false,,,true,,
gkj,Great Kills Children,Great Kills Children,Branch,,,gk,,false,,,true,,
gkj01,Great Kills Children's Reference,Great Kills Children's Reference,Branch,,,gk,,false,,,true,,
gkj0a,Great Kills Children's Easy Book,Great Kills Children's Easy Book,Branch,,,gk,,false,,,true,,
gkj0f,Great Kills Children's Fiction,Great Kills Children's Fiction,Branch,,,gk,,false,,,true,,
gkj0h,Great Kills Children's Holiday Book,Great Kills Children's Holiday Book,Branch,,,gk,,false,,,true,,
gkj0i,Great Kills Children's Picture Book,Great Kills Children's Picture Book,Branch,,,gk,,false,,,true,,
gkj0l,Great Kills Children's World Languages,Great Kills Children's World Languages,Branch,,,gk,,false,,,true,,
gkj0n,Great Kills Children's Non-Fiction,Great Kills Children's Non-Fiction,Branch,,,gk,,false,,,true,,
gkj0t,Great Kills Children's Fairy Tale,Great Kills Children's Fairy Tale,Branch,,,gk,,false,,,true,,
gkj0v,Great Kills Children's Non-Print Media,Great Kills Children's Non-Print Media,Branch,,,gk,,false,,,true,,
gkj0y,Great Kills Children's Young Reader,Great Kills Children's Young Reader,Branch,,,gk,,false,,,true,,
gkjlf,Great Kills Children's Read-Along Book Fiction,Great Kills Children's Read-Along Book Fiction,Branch,,,gk,,false,,,true,,
gkjln,Great Kills Children's Read-Along Book Non-Fiction,Great Kills Children's Read-Along Book Non-Fiction,Branch,,,gk,,false,,,true,,
gkjr,Great Kills Children's Reference,Great Kills Children's Reference,Branch,,,gk,,false,,,true,,
gky,Great Kills Young Adult,Great Kills Young Adult,Branch,,,gk,,false,,,true,,
gky01,Great Kills YA Reference,Great Kills YA Reference,Branch,,,gk,,false,,,true,,
gky0f,Great Kills YA Fiction,Great Kills YA Fiction,Branch,,,gk,,false,,,true,,
gky0l,Great Kills YA World Languages,Great Kills YA World Languages,Branch,,,gk,,false,,,true,,
gky0n,Great Kills YA Non-Fiction,Great Kills YA Non-Fiction,Branch,,,gk,,false,,,true,,
gky0v,Great Kills YA Non-Print Media,Great Kills YA Non-Print Media,Branch,,,gk,,false,,,true,,
gkyr,Great Kills Young Adult Reference,Great Kills Young Adult Reference,Branch,,,gk,,false,,,true,,
gkzzz,Great Kills,Great Kills (error code),Branch,,,gk,,false,,,true,,
go,Google Books Project,SIBL - Google Books Project,Research,Research,,slr,,false,go,GO,false,sibl,
hb,High Bridge,High Bridge,Branch,,,hb,,false,,,true,,
hba,High Bridge Adult,High Bridge Adult,Branch,,,hb,,false,,,true,,
hba01,High Bridge Reference,High Bridge Reference,Branch,,,hb,,false,,,true,,
hba03,High Bridge Closed Shelf Reference,High Bridge Closed Shelf Reference,Branch,,,hb,,false,,,true,,
hba0f,High Bridge Fiction,High Bridge Fiction,Branch,,,hb,,false,,,true,,
hba0l,High Bridge World Languages,High Bridge World Languages,Branch,,,hb,,false,,,true,,
hba0n,High Bridge Non-Fiction,High Bridge Non-Fiction,Branch,,,hb,,false,,,true,,
hba0v,High Bridge Non-Print Media,High Bridge Non-Print Media,Branch,,,hb,,false,,,true,,
hba0w,High Bridge Adult Learning Center,High Bridge Adult Learning Center,Branch,,,hb,,false,,,true,,
hbar,High Bridge Adult Reference,High Bridge Adult Reference,Branch,,,hb,,false,,,true,,
hbj,High Bridge Children,High Bridge Children,Branch,,,hb,,false,,,true,,
hbj01,High Bridge Children's Reference,High Bridge Children's Reference,Branch,,,hb,,false,,,true,,
hbj0a,High Bridge Children's Easy Book,High Bridge Children's Easy Book,Branch,,,hb,,false,,,true,,
hbj0f,High Bridge Children's Fiction,High Bridge Children's Fiction,Branch,,,hb,,false,,,true,,
hbj0h,High Bridge Children's Holiday Book,High Bridge Children's Holiday Book,Branch,,,hb,,false,,,true,,
hbj0i,High Bridge Children's Picture Book,High Bridge Children's Picture Book,Branch,,,hb,,false,,,true,,
hbj0l,High Bridge Children's World Languages,High Bridge Children's World Languages,Branch,,,hb,,false,,,true,,
hbj0n,High Bridge Children's Non-Fiction,High Bridge Children's Non-Fiction,Branch,,,hb,,false,,,true,,
hbj0t,High Bridge Children's Fairy Tale,High Bridge Children's Fairy Tale,Branch,,,hb,,false,,,true,,
hbj0v,High Bridge Children's Non-Print Media,High Bridge Children's Non-Print Media,Branch,,,hb,,false,,,true,,
hbj0y,High Bridge Children's Young Reader,High Bridge Children's Young Reader,Branch,,,hb,,false,,,true,,
hbjlf,High Bridge Children's Read-Along Book Fiction,High Bridge Children's Read-Along Book Fiction,Branch,,,hb,,false,,,true,,
hbjln,High Bridge Children's Read-Along Book Non-Fiction,High Bridge Children's Read-Along Book Non-Fiction,Branch,,,hb,,false,,,true,,
hbjr,High Bridge Children's Reference,High Bridge Children's Reference,Branch,,,hb,,false,,,true,,
hby,High Bridge Young Adult,High Bridge Young Adult,Branch,,,hb,,false,,,true,,
hby01,High Bridge YA Reference,High Bridge YA Reference,Branch,,,hb,,false,,,true,,
hby0f,High Bridge YA Fiction,High Bridge YA Fiction,Branch,,,hb,,false,,,true,,
hby0l,High Bridge YA World Languages,High Bridge YA World Languages,Branch,,,hb,,false,,,true,,
hby0n,High Bridge YA Non-Fiction,High Bridge YA Non-Fiction,Branch,,,hb,,false,,,true,,
hby0v,High Bridge YA Non-Print Media,High Bridge YA Non-Print Media,Branch,,,hb,,false,,,true,,
hbyr,High Bridge Young Adult Reference,High Bridge Young Adult Reference,Branch,,,hb,,false,,,true,,
hbytn,High Bridge Young Adult College and Career Pathways Collection,High Bridge Young Adult College and Career Pathways Collection,Branch,,,hb,,false,,,true,,
hbzzz,High Bridge,High Bridge (error code),Branch,,,hb,,false,,,true,,
hd,125th Street,125th Street,Branch,,,hd,,false,,,true,,
hda,125th Street Adult,125th Street Adult,Branch,,,hd,,false,,,true,,
hda01,125th Street Reference,125th Street Reference,Branch,,,hd,,false,,,true,,
hda03,125th Street Closed Shelf Reference,125th Street Closed Shelf Reference,Branch,,,hd,,false,,,true,,
hda0f,125th Street Fiction,125th Street Fiction,Branch,,,hd,,false,,,true,,
hda0l,125th Street World Languages,125th Street World Languages,Branch,,,hd,,false,,,true,,
hda0n,125th Street Non-Fiction,125th Street Non-Fiction,Branch,,,hd,,false,,,true,,
hda0v,125th Street Non-Print Media,125th Street Non-Print Media,Branch,,,hd,,false,,,true,,
hdacf,125th Street Community Collection Adult Fiction,125th Street Community Collection Adult Fiction,Branch,,,hd,,false,,,true,,
hdacn,125th Street Community Collection Adult Non-Fiction,125th Street Community Collection Adult Non-Fiction,Branch,,,hd,,false,,,true,,
hdar,125th Street Adult Reference,125th Street Adult Reference,Branch,,,hd,,false,,,true,,
hdj,125th Street Children,125th Street Children,Branch,,,hd,,false,,,true,,
hdj01,125th Street Children's Reference,125th Street Children's Reference,Branch,,,hd,,false,,,true,,
hdj0a,125th Street Children's Easy Book,125th Street Children's Easy Book,Branch,,,hd,,false,,,true,,
hdj0f,125th Street Children's Fiction,125th Street Children's Fiction,Branch,,,hd,,false,,,true,,
hdj0h,125th Street Children's Holiday Book,125th Street Children's Holiday Book,Branch,,,hd,,false,,,true,,
hdj0i,125th Street Children's Picture Book,125th Street Children's Picture Book,Branch,,,hd,,false,,,true,,
hdj0l,125th Street Children's World Languages,125th Street Children's World Languages,Branch,,,hd,,false,,,true,,
hdj0n,125th Street Children's Non-Fiction,125th Street Children's Non-Fiction,Branch,,,hd,,false,,,true,,
hdj0r,125th Street Video Visit Room,125th Street Video Visit Room,Branch,,,hd,,false,,,true,,
hdj0t,125th Street Children's Fairy Tale,125th Street Children's Fairy Tale,Branch,,,hd,,false,,,true,,
hdj0v,125th Street Children's Non-Print Media,125th Street Children's Non-Print Media,Branch,,,hd,,false,,,true,,
hdj0y,125th Street Children's Young Reader,125th Street Children's Young Reader,Branch,,,hd,,false,,,true,,
hdjca,125th Street Community Collection Children's Early Reader,125th Street Community Collection Children's Early Reader,Branch,,,hd,,false,,,true,,
hdjcf,125th Street Community Collection Children's Fiction,125th Street Community Collection Children's Fiction,Branch,,,hd,,false,,,true,,
hdjci,125th Street Community Collection Children's Picture Book,125th Street Community Collection Children's Picture Book,Branch,,,hd,,false,,,true,,
hdjcn,125th Street Community Collection Children's Non-Fiction,125th Street Community Collection Children's Non-Fiction,Branch,,,hd,,false,,,true,,
hdjcy,125th Street Community Collection Children's Young Reader,125th Street Community Collection Children's Young Reader,Branch,,,hd,,false,,,true,,
hdjlf,125th Street Children's Read-Along Book Fiction,125th Street Children's Read-Along Book Fiction,Branch,,,hd,,false,,,true,,
hdjln,125th Street Children's Read-Along Book Non-Fiction,125th Street Children's Read-Along Book Non-Fiction,Branch,,,hd,,false,,,true,,
hdjr,125th Street Children's Reference,125th Street Children's Reference,Branch,,,hd,,false,,,true,,
hdy,125th Street Young Adult,125th Street Young Adult,Branch,,,hd,,false,,,true,,
hdy01,125th Street YA Reference,125th Street YA Reference,Branch,,,hd,,false,,,true,,
hdy0f,125th Street YA Fiction,125th Street YA Fiction,Branch,,,hd,,false,,,true,,
hdy0l,125th Street YA World Languages,125th Street YA World Languages,Branch,,,hd,,false,,,true,,
hdy0n,125th Street YA Non-Fiction,125th Street YA Non-Fiction,Branch,,,hd,,false,,,true,,
hdy0v,125th Street YA Non-Print Media,125th Street YA Non-Print Media,Branch,,,hd,,false,,,true,,
hdycf,125th Street Community Collection YA Fiction,125th Street Community Collection YA Fiction,Branch,,,hd,,false,,,true,,
hdycn,125th Street Community Collection YA Non-Fiction,125th Street Community Collection YA Non-Fiction,Branch,,,hd,,false,,,true,,
hdyr,125th Street Young Adult Reference,125th Street Young Adult Reference,Branch,,,hd,,false,,,true,,
hdytn,125th Street Young Adult College and Career Pathways Collection,125th Street Young Adult College and Career Pathways Collection,Branch,,,hd,,false,,,true,,
hdzzz,125th Street,125th Street (error code),Branch,,,hd,,false,,,true,,
hf,Hamilton Fish Park,Hamilton Fish Park,Branch,,,hf,,false,,,true,,
hfa,Hamilton Fish Park Adult,Hamilton Fish Park Adult,Branch,,,hf,,false,,,true,,
hfa01,Hamilton Fish Park Reference,Hamilton Fish Park Reference,Branch,,,hf,,false,,,true,,
hfa03,Hamilton Fish Park Closed Shelf Reference,Hamilton Fish Park Closed Shelf Reference,Branch,,,hf,,false,,,true,,
hfa0f,Hamilton Fish Park Fiction,Hamilton Fish Park Fiction,Branch,,,hf,,false,,,true,,
hfa0l,Hamilton Fish Park World Languages,Hamilton Fish Park World Languages,Branch,,,hf,,false,,,true,,
hfa0n,Hamilton Fish Park Non-Fiction,Hamilton Fish Park Non-Fiction,Branch,,,hf,,false,,,true,,
hfa0v,Hamilton Fish Park Non-Print Media,Hamilton Fish Park Non-Print Media,Branch,,,hf,,false,,,true,,
hfar,Hamilton Fish Park Adult Reference,Hamilton Fish Park Adult Reference,Branch,,,hf,,false,,,true,,
hfj,Hamilton Fish Park Children,Hamilton Fish Park Children,Branch,,,hf,,false,,,true,,
hfj01,Hamilton Fish Park Children's Reference,Hamilton Fish Park Children's Reference,Branch,,,hf,,false,,,true,,
hfj0a,Hamilton Fish Park Children's Easy Book,Hamilton Fish Park Children's Easy Book,Branch,,,hf,,false,,,true,,
hfj0f,Hamilton Fish Park Children's Fiction,Hamilton Fish Park Children's Fiction,Branch,,,hf,,false,,,true,,
hfj0h,Hamilton Fish Park Children's Holiday Book,Hamilton Fish Park Children's Holiday Book,Branch,,,hf,,false,,,true,,
hfj0i,Hamilton Fish Park Children's Picture Book,Hamilton Fish Park Children's Picture Book,Branch,,,hf,,false,,,true,,
hfj0l,Hamilton Fish Park Children's World Languages,Hamilton Fish Park Children's World Languages,Branch,,,hf,,false,,,true,,
hfj0n,Hamilton Fish Park Children's Non-Fiction,Hamilton Fish Park Children's Non-Fiction,Branch,,,hf,,false,,,true,,
hfj0t,Hamilton Fish Park Children's Fairy Tale,Hamilton Fish Park Children's Fairy Tale,Branch,,,hf,,false,,,true,,
